station,browse_name,node_class,value_type,value,node_id,path
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[14].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/14
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[14].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/14
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[15].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/15
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[15].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/15
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[16].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/16
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[16].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/16
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[17].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/17
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[17].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/17
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[18].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/18
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[18].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/18
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[19].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/19
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[19].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/19
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[2].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/2
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[2].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/2
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[3].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/3
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[3].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/3
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[4].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/4
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[4].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/4
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[5].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/5
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[5].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/5
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[6].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/6
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[6].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/6
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[7].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/7
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[7].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/7
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[8].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/8
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[8].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/8
Interface_TXT_Controler,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[9].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/9
Interface_TXT_Controler,i_code,Variable,int,0,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""History""[9].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/History/9
Interface_TXT_Controler,s_id,Variable,string,,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""Workpiece"".""s_id""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/Workpiece
Interface_TXT_Controler,s_type,Variable,string,,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""Workpiece"".""s_type""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/Workpiece
Interface_TXT_Controler,s_state,Variable,string,,"ns=3;s=""gtyp_Interface_TXT_Controler"".""Subscribe"".""State_NFC_Device"".""Workpiece"".""s_state""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_Interface_TXT_Controler/Subscribe/State_NFC_Device/Workpiece
MPO,gtyp_MPO,Object,,,"ns=3;s=""gtyp_MPO""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal
MPO,x_Start_Park_Position,Variable,bool,False,"ns=3;s=""gtyp_MPO"".""x_Start_Park_Position""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO
MPO,x_Park_Position_Reached,Variable,bool,False,"ns=3;s=""gtyp_MPO"".""x_Park_Position_Reached""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO
MPO,x_Discard_Ready,Variable,bool,False,"ns=3;s=""gtyp_MPO"".""x_Discard_Ready""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO
MPO,x_MPO_Discards_Accepted,Variable,bool,False,"ns=3;s=""gtyp_MPO"".""x_MPO_Discards_Accepted""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO
MPO,x_Error,Variable,bool,False,"ns=3;s=""gtyp_MPO"".""x_Error""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO
MPO,i_PWM_TurnTable,Variable,int,1000,"ns=3;s=""gtyp_MPO"".""i_PWM_TurnTable""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO
MPO,i_PWM_Vacuum,Variable,int,1000,"ns=3;s=""gtyp_MPO"".""i_PWM_Vacuum""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO
MPO,Workpiece,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_Workpiece""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), ...","ns=3;s=""gtyp_MPO"".""Workpiece""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO
MPO,History,Variable,string,"[ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), B...","ns=3;s=""gtyp_MPO"".""History""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO
MPO,0,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[0]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,1,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[1]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,2,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[2]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,3,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[3]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,4,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[4]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,5,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[5]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,6,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[6]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,7,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[7]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,8,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[8]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,9,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[9]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,10,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[10]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,11,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[11]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,12,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[12]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,13,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[13]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,14,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[14]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,15,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[15]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,16,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[16]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,17,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[17]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,18,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[18]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,19,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_MPO"".""History""[19]",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History
MPO,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[0].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/0
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[0].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/0
MPO,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[1].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/1
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[1].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/1
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[10].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/10
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[10].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/10
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[11].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/11
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[11].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/11
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[12].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/12
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[12].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/12
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[13].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/13
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[13].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/13
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[14].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/14
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[14].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/14
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[15].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/15
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[15].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/15
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[16].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/16
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[16].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/16
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[17].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/17
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[17].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/17
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[18].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/18
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[18].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/18
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[19].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/19
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[19].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/19
MPO,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[2].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/2
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[2].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/2
MPO,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[3].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/3
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[3].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/3
MPO,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[4].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/4
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[4].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/4
MPO,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[5].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/5
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[5].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/5
MPO,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[6].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/6
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[6].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/6
MPO,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[7].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/7
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[7].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/7
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[8].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/8
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[8].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/8
MPO,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_MPO"".""History""[9].""ldt_ts""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/9
MPO,i_code,Variable,int,0,"ns=3;s=""gtyp_MPO"".""History""[9].""i_code""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/History/9
MPO,s_id,Variable,string,0,"ns=3;s=""gtyp_MPO"".""Workpiece"".""s_id""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/Workpiece
MPO,s_type,Variable,string,,"ns=3;s=""gtyp_MPO"".""Workpiece"".""s_type""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/Workpiece
MPO,s_state,Variable,string,,"ns=3;s=""gtyp_MPO"".""Workpiece"".""s_state""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_MPO/Workpiece
SLD,gtyp_SLD,Object,,,"ns=3;s=""gtyp_SLD""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal
SLD,x_Error,Variable,bool,False,"ns=3;s=""gtyp_SLD"".""x_Error""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_SLD
SLD,i_CounterValue_Blue,Variable,int,26,"ns=3;s=""gtyp_SLD"".""i_CounterValue_Blue""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_SLD
SLD,i_CounterValue_White,Variable,int,5,"ns=3;s=""gtyp_SLD"".""i_CounterValue_White""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_SLD
SLD,i_CounterValue_Red,Variable,int,16,"ns=3;s=""gtyp_SLD"".""i_CounterValue_Red""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_SLD
SLD,i_Counter_Actual,Variable,int,0,"ns=3;s=""gtyp_SLD"".""i_Counter_Actual""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_SLD
SLD,w_Threshold_White_Red,Variable,int,13402,"ns=3;s=""gtyp_SLD"".""w_Threshold_White_Red""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_SLD
SLD,w_Threshold_Red_Blue,Variable,int,18935,"ns=3;s=""gtyp_SLD"".""w_Threshold_Red_Blue""",Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_SLD
